ENSEMBL	ENTREZID	SYMBOL
ENSG00000258405	147660	ZNF578
ENSG00000084731	3797	KIF3C
ENSG00000103335	9780	PIEZO1
ENSG00000171988	221037	JMJD1C
ENSG00000011451	58525	WIZ
ENSG00000292308	157285	PRAG1
ENSG00000050820	9564	BCAR1
ENSG00000173486	2286	FKBP2
ENSG00000100591	10598	AHSA1
ENSG00000070770	1459	CSNK2A2
ENSG00000143179	7371	UCK2
ENSG00000183742	346389	MACC1
ENSG00000172469	79694	MANEA
ENSG00000224587	9656	MDC1
ENSG00000242485	55052	MRPL20
ENSG00000243335	154881	KCTD7
ENSG00000284548	51108	METTL9
ENSG00000293478	57212	GFOD3P
ENSG00000111665	83461	CDCA3
ENSG00000234444	728927	ZNF736
ENSG00000180509	3753	KCNE1
ENSG00000073803	9175	MAP3K13
ENSG00000079805	1785	DNM2
ENSG00000145375	166378	AFG2A
ENSG00000162733	4921	DDR2
ENSG00000127989	7978	MTERF1
ENSG00000282825	9811	CTIF
ENSG00000118263	8609	KLF7
ENSG00000233312	100293534	C4B_2
ENSG00000267106	284385	ZNF561-AS1
ENSG00000226824	100996437	LOC100996437
ENSG00000274933	102724862	TBC1D3I
ENSG00000206457	54535	CCHCR1
ENSG00000074964	55160	ARHGEF10L
ENSG00000112983	10902	BRD8
ENSG00000187796	64170	CARD9
ENSG00000112701	26054	SENP6
ENSG00000124613	346157	ZNF391
ENSG00000132680	22889	KHDC4
ENSG00000144566	5868	RAB5A
ENSG00000127528	10365	KLF2
ENSG00000173269	79812	MMRN2
ENSG00000234545	257415	FAM133B
ENSG00000116688	9927	MFN2
ENSG00000120963	51123	ZNF706
ENSG00000183397	100128569	TEKTIP1
ENSG00000169252	154	ADRB2
ENSG00000135968	9648	GCC2
ENSG00000007341	54879	ST7L
ENSG00000007392	55692	LUC7L
ENSG00000102897	57149	LYRM1
ENSG00000105856	26959	HBP1
ENSG00000117245	57576	KIF17
ENSG00000290834	541473	FKBP6P2
ENSG00000145526	1016	CDH18
ENSG00000108021	54906	TASOR2
ENSG00000014123	23376	UFL1
ENSG00000111271	80724	ACAD10
ENSG00000197937	84671	ZNF347
ENSG00000112234	26235	FBXL4
ENSG00000132780	4678	NASP
ENSG00000161956	26168	SENP3
ENSG00000250320	105379057	EDIL3-DT
ENSG00000266710	106481825	RN7SL48P
ENSG00000187808	347454	SOWAHD
ENSG00000068971	5526	PPP2R5B
ENSG00000089639	51291	GMIP
ENSG00000102081	2332	FMR1
ENSG00000139908	283629	TSSK4
ENSG00000123496	3598	IL13RA2
ENSG00000010626	10233	LRRC23
ENSG00000184047	56616	DIABLO
ENSG00000100422	64781	CERK
ENSG00000172172	28998	MRPL13
ENSG00000181798	151477	LINC00471
ENSG00000261404	101928035	PSMD7-DT
ENSG00000106714	79937	CNTNAP3
ENSG00000106714	728577	CNTNAP3B
ENSG00000120784	22835	ZFP30
ENSG00000164011	51058	ZNF691
ENSG00000175334	8815	BANF1
ENSG00000154920	146956	EME1
ENSG00000113594	3977	LIFR
ENSG00000259895	729652	TEDC2-AS1
ENSG00000149571	84623	KIRREL3
ENSG00000008056	6853	SYN1
ENSG00000198863	146923	RUNDC1
ENSG00000156110	132	ADK
ENSG00000138162	10579	TACC2
ENSG00000122417	57489	ODF2L
ENSG00000174599	133022	TRAM1L1
ENSG00000275125	127281	PRXL2B
ENSG00000155366	389	RHOC
ENSG00000166783	9665	MARF1
ENSG00000159556	64843	ISL2
ENSG00000163617	57577	CCDC191
ENSG00000173145	64318	NOC3L
ENSG00000146410	113115	MTFR2
ENSG00000034053	321	APBA2
ENSG00000105298	58509	CACTIN
ENSG00000137760	91801	ALKBH8
ENSG00000160193	10785	WDR4
ENSG00000125144	4495	MT1G
ENSG00000160633	6294	SAFB
ENSG00000160799	151903	CCDC12
ENSG00000171103	55006	TRMT61B
ENSG00000163406	6565	SLC15A2
ENSG00000168004	117245	PLAAT5
ENSG00000041802	55341	LSG1
ENSG00000236515	221504	ZBTB9
ENSG00000285043	112694756	LOC112694756
ENSG00000108370	8787	RGS9
ENSG00000168818	53407	STX18
ENSG00000144488	339768	ESPNL
ENSG00000175352	56675	NRIP3
ENSG00000204186	57683	ZDBF2
ENSG00000133460	66035	SLC2A11
ENSG00000162076	114984	FLYWCH2
ENSG00000100084	7290	HIRA
ENSG00000137166	116113	FOXP4
ENSG00000139218	9169	SCAF11
ENSG00000143970	55252	ASXL2
ENSG00000232450	100270827	RPS2P14
ENSG00000133935	11161	ERG28
ENSG00000115380	2202	EFEMP1
ENSG00000145220	55646	LYAR
ENSG00000182134	11022	TDRKH
ENSG00000168487	649	BMP1
ENSG00000180098	54952	TRNAU1AP
ENSG00000136122	79866	BORA
ENSG00000131094	10882	C1QL1
ENSG00000292096	8520	HAT1
ENSG00000293331	101928626	LOC101928626
ENSG00000293331	124901156	LOC124901156
ENSG00000065135	2773	GNAI3
ENSG00000169139	7336	UBE2V2
ENSG00000248538	157273	LOC157273
ENSG00000248538	101929128	LOC101929128
ENSG00000248538	102724880	PPP1R3B-DT
ENSG00000248429	285505	GASK1B-AS1
ENSG00000162736	23385	NCSTN
ENSG00000266094	83593	RASSF5
ENSG00000123096	8082	SSPN
ENSG00000139163	55500	ETNK1
ENSG00000179456	10472	ZBTB18
ENSG00000198169	90987	ZNF251
ENSG00000251165	285441	F11-AS1
ENSG00000245975	101928725	MINDY2-DT
ENSG00000163964	54965	PIGX
ENSG00000238203	80737	VWA7
ENSG00000149483	51524	TMEM138
ENSG00000095539	57715	SEMA4G
ENSG00000291080	286101	ZNF252P
ENSG00000131381	64145	RBSN
ENSG00000186399	101059918	GOLGA8R
ENSG00000138172	51063	CALHM2
ENSG00000204934	401431	ATP6V0E2-AS1
ENSG00000115762	55041	PLEKHB2
ENSG00000138449	30061	SLC40A1
ENSG00000275867	284058	KANSL1
ENSG00000163932	5580	PRKCD
ENSG00000291071	100125556	FAM86JP
ENSG00000144029	64969	MRPS5
ENSG00000184838	51334	PRR16
ENSG00000140379	597	BCL2A1
ENSG00000232827	387628	FGF7P6
ENSG00000276061	4696	NDUFA3
ENSG00000174939	253982	ASPHD1
ENSG00000115685	5510	PPP1R7
ENSG00000275911	54820	NDE1
ENSG00000119403	26147	PHF19
ENSG00000088970	55857	KIZ
ENSG00000146416	51390	AIG1
ENSG00000113448	5144	PDE4D
ENSG00000113593	23398	PPWD1
ENSG00000177879	1176	AP3S1
ENSG00000026652	56895	AGPAT4
ENSG00000123999	3623	INHA
ENSG00000262728	101927788	LOC101927788
ENSG00000275333	84498	FAM120B
ENSG00000291153	64940	STAG3L4
ENSG00000291153	101929736	LINC01372
ENSG00000116044	4780	NFE2L2
ENSG00000178718	54913	RPP25
ENSG00000281930	100129361	SMIM10L1
ENSG00000227517	101928122	LINC01483
ENSG00000181264	219902	TLCD5
ENSG00000162627	51375	SNX7
ENSG00000077152	29089	UBE2T
ENSG00000164185	133923	ZNF474
ENSG00000251432	100507487	LINC02615
ENSG00000179136	284034	LINC00670
ENSG00000253159	26025	PCDHGA12
ENSG00000253559	101409258	OSGEPL1-AS1
ENSG00000288049	105377224	KDM5D-DT
ENSG00000111237	51699	VPS29
ENSG00000105849	221830	POLR1F
ENSG00000143376	81609	SNX27
ENSG00000157600	84187	TMEM164
ENSG00000024048	23304	UBR2
ENSG00000182446	55666	NPLOC4
ENSG00000184076	29796	UQCR10
ENSG00000169919	2990	GUSB
ENSG00000121940	23155	CLCC1
ENSG00000188343	137392	CIBAR1
ENSG00000002586	4267	CD99
ENSG00000108349	22794	CASC3
ENSG00000138639	83478	ARHGAP24
ENSG00000109089	30850	CDR2L
ENSG00000145216	81608	FIP1L1
ENSG00000176087	113829	SLC35A4
ENSG00000071655	53615	MBD3
ENSG00000112378	64065	PERP
ENSG00000177459	203111	ERICH5
ENSG00000198908	80823	GPRASP3
ENSG00000090615	2802	GOLGA3
ENSG00000134569	4038	LRP4
ENSG00000167113	51117	COQ4
ENSG00000120915	2053	EPHX2
ENSG00000140543	55070	DET1
ENSG00000196151	151525	WDSUB1
ENSG00000198087	23607	CD2AP
ENSG00000288360	65249	ZSWIM4
ENSG00000166548	7084	TK2
ENSG00000129680	79649	MAP7D3
ENSG00000293137	151507	MSL3B
ENSG00000136114	55901	THSD1
ENSG00000182986	162967	ZNF320
ENSG00000147403	6134	RPL10
ENSG00000226835	107985092	ARHGAP29-AS1
ENSG00000100532	10668	CGRRF1
ENSG00000104980	10469	TIMM44
ENSG00000267414	101927943	SETBP1-DT
ENSG00000251600	441046	GUSBP5
ENSG00000251600	101927636	LOC101927636
ENSG00000247240	440288	UBL7-DT
ENSG00000128989	10776	ARPP19
ENSG00000173614	64802	NMNAT1
ENSG00000245317	100996419	MRNIP-DT
ENSG00000105202	2091	FBL
ENSG00000163389	56983	POGLUT1
ENSG00000275272	91746	YTHDC1
ENSG00000128228	23753	SDF2L1
ENSG00000100379	79734	KCTD17
ENSG00000266010	100128893	GATA6-AS1
ENSG00000148303	6130	RPL7A
ENSG00000293176	204010	RPSAP52
ENSG00000136098	4752	NEK3
ENSG00000147853	50808	AK3
ENSG00000151651	101	ADAM8
ENSG00000145284	79966	SCD5
ENSG00000126091	6487	ST3GAL3
ENSG00000290898	414224	AGAP12P
ENSG00000235092	100506299	ID2-AS1
ENSG00000243716	100132247	NPIPB5
ENSG00000288422	445328	ARHGEF35
ENSG00000132661	29107	NXT1
ENSG00000135205	57639	CCDC146
ENSG00000170190	9121	SLC16A5
ENSG00000291109	51716	CES1P1
ENSG00000204442	728215	NALF1
ENSG00000145020	275	AMT
ENSG00000149084	51144	HSD17B12
ENSG00000198099	127	ADH4
ENSG00000162849	55083	KIF26B
ENSG00000259494	26589	MRPL46
ENSG00000124243	55653	BCAS4
ENSG00000130985	7317	UBA1
ENSG00000134352	3572	IL6ST
ENSG00000282958	10236	HNRNPR
ENSG00000272221	101929072	MICA-AS1
ENSG00000151164	144715	RAD9B
ENSG00000197483	89887	ZNF628
ENSG00000159199	516	ATP5MC1
ENSG00000198563	7919	DDX39B
ENSG00000177303	57513	CASKIN2
ENSG00000189376	84933	C8orf76
ENSG00000123384	4035	LRP1
ENSG00000228889	100289373	UBAC2-AS1
ENSG00000282205	101929494	LOC101929494
ENSG00000244056	107080636	RN7SL417P
ENSG00000147180	7552	ZNF711
ENSG00000146909	64434	NOM1
ENSG00000113360	29102	DROSHA
ENSG00000188191	5575	PRKAR1B
ENSG00000143458	126626	GABPB2
ENSG00000070731	10610	ST6GALNAC2
ENSG00000006016	9244	CRLF1
ENSG00000271966	102724708	ARFGEF1-DT
ENSG00000132915	5145	PDE6A
ENSG00000075292	27332	ZNF638
ENSG00000159788	6002	RGS12
ENSG00000262327	55750	AGK
ENSG00000160145	8997	KALRN
ENSG00000158850	8703	B4GALT3
ENSG00000128609	4698	NDUFA5
ENSG00000068654	25885	POLR1A
ENSG00000164331	57763	ANKRA2
ENSG00000110871	84274	COQ5
ENSG00000077721	7319	UBE2A
ENSG00000100241	6305	SBF1
ENSG00000156374	84108	PCGF6
ENSG00000161653	162417	NAGS
ENSG00000215068	153684	ANXA2R-AS1
ENSG00000145741	689	BTF3
ENSG00000182831	29035	HAPSTR1
ENSG00000167077	150365	MEI1
ENSG00000187790	57697	FANCM
ENSG00000151715	120224	TMEM45B
ENSG00000004777	115703	ARHGAP33
ENSG00000234362	101929723	LINC01914
ENSG00000254221	56104	PCDHGB1
ENSG00000260876	101928248	LINC01229
ENSG00000267532	100506713	ALOX12-AS1
ENSG00000267532	100506755	MIR497HG
ENSG00000196187	9725	TMEM63A
ENSG00000197808	92283	ZNF461
ENSG00000198840	4537	MT-ND3
ENSG00000141933	91978	TPGS1
ENSG00000152082	80097	MZT2B
ENSG00000164430	115004	CGAS
ENSG00000257591	90589	ZNF625
ENSG00000139899	643866	CBLN3
ENSG00000187531	51547	SIRT7
ENSG00000140365	54939	COMMD4
ENSG00000163541	8802	SUCLG1
ENSG00000163528	131474	CHCHD4
ENSG00000039123	23517	MTREX
ENSG00000138606	90525	SHF
ENSG00000198353	3221	HOXC4
ENSG00000286024	105372432	LOC105372432
ENSG00000099940	9342	SNAP29
ENSG00000125870	6629	SNRPB2
ENSG00000157350	6483	ST3GAL2
ENSG00000172432	54676	GTPBP2
ENSG00000176171	664	BNIP3
ENSG00000092140	55632	G2E3
ENSG00000103152	4350	MPG
ENSG00000292390	100132103	FAM66E
ENSG00000118412	9994	CASP8AP2
ENSG00000125351	65109	UPF3B
ENSG00000100575	26520	TIMM9
ENSG00000140943	8720	MBTPS1
ENSG00000176723	283933	ZNF843
ENSG00000223980	3105	HLA-A
ENSG00000056558	7185	TRAF1
ENSG00000224596	283050	ZMIZ1-AS1
ENSG00000146477	6581	SLC22A3
ENSG00000197969	23230	VPS13A
ENSG00000119397	11064	CNTRL
ENSG00000137877	51332	SPTBN5
ENSG00000090266	4708	NDUFB2
ENSG00000114120	55186	SLC25A36
ENSG00000132471	23558	WBP2
ENSG00000137857	53905	DUOX1
ENSG00000140993	91151	TIGD7
ENSG00000229839	124906013	LOC124906013
ENSG00000068796	3796	KIF2A
ENSG00000249279	105378992	LINC02057
ENSG00000113300	57472	CNOT6
ENSG00000159082	8867	SYNJ1
ENSG00000291154	5382	PMS2P4
ENSG00000117481	387338	NSUN4
ENSG00000150459	10284	SAP18
ENSG00000138660	55435	AP1AR
ENSG00000156427	8817	FGF18
ENSG00000177189	6197	RPS6KA3
ENSG00000110169	3263	HPX
ENSG00000117425	8643	PTCH2
ENSG00000119333	89891	DYNC2I2
ENSG00000136267	1607	DGKB
ENSG00000166839	348094	ANKDD1A
ENSG00000176055	153364	MBLAC2
ENSG00000178691	23512	SUZ12
ENSG00000273033	100129550	LINC02035
ENSG00000204231	6257	RXRB
ENSG00000013364	9961	MVP
ENSG00000147872	123	PLIN2
ENSG00000151503	23310	NCAPD3
ENSG00000003400	843	CASP10
ENSG00000102921	9683	N4BP1
ENSG00000103024	4832	NME3
ENSG00000103429	51283	BFAR
ENSG00000106330	64598	MOSPD3
ENSG00000153071	1601	DAB2
ENSG00000268043	149013	NBPF12
ENSG00000172901	206338	LVRN
ENSG00000162129	81570	CLPB
ENSG00000273562	4676	NAP1L4
ENSG00000225791	401264	TRAM2-AS1
ENSG00000100129	51386	EIF3L
ENSG00000183751	10607	TBL3
ENSG00000134291	79022	TMEM106C
ENSG00000144357	130507	UBR3
ENSG00000161970	6154	RPL26
ENSG00000188917	79979	TRMT2B
ENSG00000137804	51203	NUSAP1
ENSG00000115484	10575	CCT4
ENSG00000172572	5139	PDE3A
ENSG00000267270	100130522	PARD6G-AS1
ENSG00000181619	64582	GPR135
ENSG00000150456	221143	EEF1AKMT1
ENSG00000160216	56894	AGPAT3
ENSG00000089094	84678	KDM2B
ENSG00000197746	5660	PSAP
ENSG00000108389	9110	MTMR4
ENSG00000165169	6990	DYNLT3
ENSG00000177076	340485	ACER2
ENSG00000176435	161198	CLEC14A
ENSG00000158966	57685	CACHD1
ENSG00000132305	10989	IMMT
ENSG00000169087	79663	HSPBAP1
ENSG00000274779	23420	NOMO1
ENSG00000160055	56063	TMEM234
ENSG00000167904	137695	TMEM68
ENSG00000102038	6594	SMARCA1
ENSG00000197162	146540	ZNF785
ENSG00000305205	554249	FAM88D
ENSG00000134146	89978	DPH6
ENSG00000120686	51569	UFM1
ENSG00000163814	64866	CDCP1
ENSG00000170848	5675	PSG6
ENSG00000177731	2314	FLII
ENSG00000102870	23361	ZNF629
ENSG00000176720	666	BOK
ENSG00000046604	1829	DSG2
ENSG00000183807	221303	FAM162B
ENSG00000160062	653121	ZBTB8A
ENSG00000165698	11092	SPACA9
ENSG00000217165	100131031	ANKRD18EP
ENSG00000266967	80755	AARSD1
ENSG00000118733	118427	OLFM3
ENSG00000070269	54916	TMEM260
ENSG00000126067	5690	PSMB2
ENSG00000198399	50618	ITSN2
ENSG00000248527	106480796	MTATP6P1
ENSG00000005889	7543	ZFX
ENSG00000117000	6018	RLF
ENSG00000160691	6464	SHC1
ENSG00000119421	4702	NDUFA8
ENSG00000085832	2060	EPS15
ENSG00000105879	79872	CBLL1
ENSG00000143198	4259	MGST3
ENSG00000197780	6884	TAF13
ENSG00000163374	55249	YY1AP1
ENSG00000234409	388849	CCDC188
ENSG00000172339	199857	ALG14
ENSG00000147604	6129	RPL7
ENSG00000147955	10280	SIGMAR1
ENSG00000197858	8733	GPAA1
ENSG00000105401	11140	CDC37
ENSG00000111880	8732	RNGTT
ENSG00000121903	7579	ZSCAN20
ENSG00000105393	29086	BABAM1
ENSG00000276776	123036	TC2N
ENSG00000165841	1557	CYP2C19
ENSG00000086232	27102	EIF2AK1
ENSG00000133606	23608	MKRN1
ENSG00000178075	54762	GRAMD1C
ENSG00000130734	84971	ATG4D
ENSG00000214413	92482	BBIP1
ENSG00000237624	192217	OXCT2P1
ENSG00000107957	9644	SH3PXD2A
ENSG00000100479	5427	POLE2
ENSG00000169241	55974	SLC50A1
ENSG00000175445	4023	LPL
ENSG00000197647	163059	ZNF433
ENSG00000257949	100134934	TEN1
ENSG00000015568	84220	RGPD5
ENSG00000015568	727851	RGPD8
ENSG00000183340	8690	JRKL
ENSG00000111727	29915	HCFC2
ENSG00000204706	100507244	MAMDC2-AS1
ENSG00000107331	20	ABCA2
ENSG00000215472	100526842	RPL17-C18orf32
ENSG00000042062	140876	RIPOR3
ENSG00000064313	6873	TAF2
ENSG00000101811	1478	CSTF2
ENSG00000117118	6390	SDHB
ENSG00000100836	8106	PABPN1
ENSG00000250802	728723	ZBED3-AS1
ENSG00000225470	554203	JPX
ENSG00000121289	84902	CEP89
ENSG00000178502	55175	KLHL11
ENSG00000274675	730394	GTF2H2C_2
ENSG00000013588	9052	GPRC5A
ENSG00000291442	81532	MOB2
ENSG00000196497	79711	IPO4
ENSG00000169062	65110	UPF3A
ENSG00000171763	79029	AFG2B
ENSG00000204428	80741	LY6G5C
ENSG00000100519	5706	PSMC6
ENSG00000125814	63908	NAPB
ENSG00000171241	79801	SHCBP1
ENSG00000260280	100526831	SLX1B-SULT1A4
ENSG00000283839	105373780	LOC105373780
ENSG00000128283	11135	CDC42EP1
ENSG00000003989	6542	SLC7A2
ENSG00000167461	4218	RAB8A
ENSG00000291502	25904	CNOT10
ENSG00000146054	81786	TRIM7
ENSG00000119915	83401	ELOVL3
ENSG00000164040	10424	PGRMC2
ENSG00000164258	4724	NDUFS4
ENSG00000095059	1725	DHPS
ENSG00000162461	284723	SLC25A34
ENSG00000172785	55871	ZNG1A
ENSG00000233841	3107	HLA-C
ENSG00000215021	11331	PHB2
ENSG00000167984	197358	NLRC3
ENSG00000037042	27175	TUBG2
ENSG00000120656	6883	TAF12
ENSG00000123992	23549	DNPEP
ENSG00000138698	5910	RAP1GDS1
ENSG00000159882	7773	ZNF230
ENSG00000205060	84912	SLC35B4
ENSG00000177427	125170	MIEF2
ENSG00000108590	51003	MED31
ENSG00000147684	4715	NDUFB9
ENSG00000063322	55588	MED29
ENSG00000138772	306	ANXA3
ENSG00000175155	388403	YPEL2
ENSG00000166855	10845	CLPX
ENSG00000015171	10771	ZMYND11
ENSG00000160208	23076	RRP1B
ENSG00000075239	38	ACAT1
ENSG00000235098	441869	ANKRD65
ENSG00000105556	54531	MIER2
ENSG00000163682	6133	RPL9
ENSG00000308809	124901932	LOC124901932
ENSG00000143845	55224	ETNK2
ENSG00000127337	8089	YEATS4
ENSG00000198855	11153	FICD
ENSG00000108091	8030	CCDC6
ENSG00000171310	50515	CHST11
ENSG00000108963	1801	DPH1
ENSG00000224941	6941	TCF19
ENSG00000095787	51322	WAC
ENSG00000157227	4323	MMP14
ENSG00000182400	122553	TRAPPC6B
ENSG00000135763	9816	URB2
ENSG00000171566	5356	PLRG1
ENSG00000128266	2781	GNAZ
ENSG00000204220	10471	PFDN6
ENSG00000100628	51676	ASB2
ENSG00000253958	137075	CLDN23
ENSG00000162910	128308	MRPL55
ENSG00000115159	2820	GPD2
ENSG00000203814	440689	H2BC18
ENSG00000242950	30816	ERVW-1
ENSG00000106268	4521	NUDT1
ENSG00000144677	10217	CTDSPL
ENSG00000167881	6730	SRP68
ENSG00000168807	6645	SNTB2
ENSG00000225855	284618	RUSC1-AS1
ENSG00000034677	25897	RNF19A
ENSG00000122779	8805	TRIM24
ENSG00000134873	9071	CLDN10
ENSG00000154917	51560	RAB6B
ENSG00000124383	10199	MPHOSPH10
ENSG00000125995	140823	ROMO1
ENSG00000134262	10717	AP4B1
ENSG00000120324	56126	PCDHB10
ENSG00000162522	57648	NHSL3
ENSG00000293573	124901580	LOC124901580
ENSG00000105270	25999	CLIP3
ENSG00000150867	5305	PIP4K2A
ENSG00000172748	169270	ZNF596
ENSG00000273002	107985209	ARHGEF2-AS2
ENSG00000165714	118426	BORCS5
ENSG00000175854	375757	SWI5
ENSG00000273899	79159	NOL12
ENSG00000183011	84316	NAA38
ENSG00000188672	6006	RHCE
ENSG00000235703	100272228	EOLA2-DT
ENSG00000310537	5380	PMS2P2
ENSG00000030304	4593	MUSK
ENSG00000125378	652	BMP4
ENSG00000152475	116412	ZNF837
ENSG00000121057	8165	AKAP1
ENSG00000112981	8382	NME5
ENSG00000196557	8912	CACNA1H
ENSG00000168397	23192	ATG4B
ENSG00000089505	113540	CMTM1
ENSG00000223752	79969	ATAT1
ENSG00000239887	400793	C1orf226
ENSG00000101311	55612	FERMT1
ENSG00000266412	8031	NCOA4
ENSG00000203760	387103	CENPW
ENSG00000229891	102723775	LINC01315
ENSG00000001084	2729	GCLC
ENSG00000123545	29078	NDUFAF4
ENSG00000165028	55335	NIPSNAP3B
ENSG00000286219	100996717	NOTCH2NLC
ENSG00000068489	55771	PRR11
ENSG00000134909	9743	ARHGAP32
ENSG00000163738	441024	MTHFD2L
ENSG00000198753	5365	PLXNB3
ENSG00000242808	347689	SOX2-OT
ENSG00000155329	54819	ZCCHC10
ENSG00000105245	9253	NUMBL
ENSG00000224424	100506637	PRKAR2A-AS1
ENSG00000267871	105372476	ZNF460-AS1
ENSG00000150477	57536	KIAA1328
ENSG00000172053	5859	QARS1
ENSG00000176490	148252	DIRAS1
ENSG00000198898	830	CAPZA2
ENSG00000103343	7727	ZNF174
ENSG00000205923	752014	CEMP1
ENSG00000162601	114803	MYSM1
ENSG00000010704	3077	HFE
ENSG00000051009	84067	FHIP1B
ENSG00000172361	220136	CFAP53
ENSG00000177599	126069	ZNF491
ENSG00000272008	124901355	LOC124901355
ENSG00000108309	10900	RUNDC3A
ENSG00000005243	51226	COPZ2
ENSG00000224397	100506115	PELATON
ENSG00000153140	1070	CETN3
ENSG00000196821	64771	ILRUN
ENSG00000119559	148223	C19orf25
ENSG00000153044	64946	CENPH
ENSG00000072840	2121	EVC
ENSG00000283918	51149	MRNIP
ENSG00000137509	5547	PRCP
ENSG00000108479	2584	GALK1
ENSG00000116237	23463	ICMT
ENSG00000239523	100506826	MYLK-AS1
ENSG00000239523	100873940	MYLK-AS2
ENSG00000250067	374887	YJEFN3
ENSG00000101407	9675	TTI1
ENSG00000171517	23566	LPAR3
ENSG00000242221	5670	PSG2
ENSG00000137936	8412	BCAR3
ENSG00000168427	377007	KLHL30
ENSG00000169627	552900	BOLA2
ENSG00000169627	654483	BOLA2B
ENSG00000183354	158358	BRD10
ENSG00000189283	2272	FHIT
ENSG00000244187	85014	TMEM141
ENSG00000137842	80021	TMEM62
ENSG00000042980	10863	ADAM28
ENSG00000116350	6429	SRSF4
ENSG00000111845	55003	PAK1IP1
ENSG00000115486	2677	GGCX
ENSG00000293296	767846	PFN1P2
ENSG00000100726	9894	TELO2
ENSG00000143314	79590	MRPL24
ENSG00000106624	165	AEBP1
ENSG00000112339	10767	HBS1L
ENSG00000185015	377677	CA13
ENSG00000228672	389333	PROB1
ENSG00000289469	105374101	LOC105374101
ENSG00000104998	9466	IL27RA
ENSG00000138398	9360	PPIG
ENSG00000198722	10497	UNC13B
ENSG00000166086	83700	JAM3
ENSG00000111850	57150	SMIM8
ENSG00000111850	63914	LINC01590
ENSG00000230017	285830	HLA-F-AS1
ENSG00000135912	9654	TTLL4
ENSG00000175768	401505	TOMM5
ENSG00000156639	60685	ZFAND3
ENSG00000163590	151742	PPM1L
ENSG00000235941	3303	HSPA1A
ENSG00000282685	642574	IQANK1
ENSG00000055044	51602	NOP58
ENSG00000237476	101928891	LINC01637
ENSG00000267272	339524	LINC01140
ENSG00000188010	729967	MORN2
ENSG00000198642	55958	KLHL9
ENSG00000101040	23613	ZMYND8
ENSG00000172270	682	BSG
ENSG00000235437	92249	LINC01278
ENSG00000163376	84541	KBTBD8
ENSG00000134775	80206	FHOD3
ENSG00000226419	100506392	SLC16A1-AS1
ENSG00000226419	105378912	LINC01357
ENSG00000137486	408	ARRB1
ENSG00000110315	50862	RNF141
ENSG00000125458	30833	NT5C
ENSG00000171428	9	NAT1
ENSG00000260917	103344931	LOC103344931
ENSG00000185129	5813	PURA
ENSG00000128524	9296	ATP6V1F
ENSG00000117036	2117	ETV3
ENSG00000130822	139728	PNCK
ENSG00000145990	54438	GFOD1
ENSG00000197714	10794	ZNF460
ENSG00000198483	148741	ANKRD35
ENSG00000203668	1122	CHML
ENSG00000203668	23596	OPN3
ENSG00000235194	90673	PPP1R3E
ENSG00000291056	285961	SEPTIN7P9
ENSG00000132591	26284	ERAL1
ENSG00000136842	7111	TMOD1
ENSG00000196670	643836	ZFP62
ENSG00000123600	79828	METTL8
ENSG00000147099	55869	HDAC8
ENSG00000247157	338817	LINC01252
ENSG00000087053	8898	MTMR2
ENSG00000164309	202333	CMYA5
ENSG00000128891	90416	CCDC32
ENSG00000101019	55245	UQCC1
ENSG00000153896	148103	ZNF599
ENSG00000182310	147650	SPACA6
ENSG00000104915	8677	STX10
ENSG00000111907	7164	TPD52L1
ENSG00000134152	79768	KATNBL1
ENSG00000232679	105372950	LINC02257
ENSG00000283828	102724474	F10-AS2
ENSG00000018510	8540	AGPS
ENSG00000228854	11270	NRM
ENSG00000113248	56121	PCDHB15
ENSG00000124209	57403	RAB22A
ENSG00000223685	100874188	LINC00571
ENSG00000291421	57597	BAHCC1
ENSG00000165029	19	ABCA1
ENSG00000170955	112464	CAVIN3
ENSG00000037897	4234	METTL1
ENSG00000145428	285533	RNF175
ENSG00000137135	84904	ARHGEF39
ENSG00000163463	200185	KRTCAP2
ENSG00000124587	5190	PEX6
ENSG00000169635	23119	HIC2
ENSG00000175779	400359	LINC02694
ENSG00000175779	105370775	LOC105370775
ENSG00000175779	124900600	LOC124900600
ENSG00000164038	133308	SLC9B2
ENSG00000281500	2542	SLC37A4
ENSG00000135390	517	ATP5MC2
ENSG00000084093	5978	REST
ENSG00000150787	5805	PTS
ENSG00000135913	57695	USP37
ENSG00000100065	29775	CARD10
ENSG00000144426	65065	NBEAL1
ENSG00000100796	55671	PPP4R3A
ENSG00000145723	54826	GIN1
ENSG00000104969	6449	SGTA
ENSG00000124571	57510	XPO5
ENSG00000141696	10609	P3H4
ENSG00000171853	51112	TRAPPC12
ENSG00000174628	124152	IQCK
ENSG00000174928	285315	C3orf33
ENSG00000247982	283663	LINC00926
ENSG00000291737	148156	ZNF558
ENSG00000296098	105376039	LOC105376039
ENSG00000120616	80314	EPC1
ENSG00000116209	9528	TMEM59
ENSG00000168765	2948	GSTM4
ENSG00000167202	23102	TBC1D2B
ENSG00000187699	84281	AKAP19
ENSG00000241935	112817	HOGA1
ENSG00000198015	28977	MRPL42
ENSG00000149187	10658	CELF1
ENSG00000007255	79090	TRAPPC6A
ENSG00000180257	125893	ZNF816
ENSG00000104164	26258	BLOC1S6
ENSG00000005810	23077	MYCBP2
ENSG00000229140	137196	CCDC26
ENSG00000229140	728724	LINC00977
ENSG00000229140	106144608	LINC00976
